Ref_ID,Ref_DOI_number,Cell_stack_sequence,Cell_area_measured,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_band_gap,Perovskite_deposition_solvents,DMF/DMSO,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE
17551,10.1039/C6TC05325D,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Al,0.16,MA,Sn,I,MASnI,1.22,DMF; DMSO,10,0.06,0.02,0.28,0
34072,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.25,DMF; DMSO,9,0.422,23.76,0.382,0.17
42085,10.1002/ente.201700422,SLG | FTO | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,0.84,8.2,0.3,2
42086,10.1002/ente.201700422,SLG | FTO | PEDOT:PSS | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,0.91,20.2,0.69,12.8
42081,10.1002/ente.201700422,SLG | FTO | CuI | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,0.93,16,0.45,6.5
42083,10.1002/ente.201700422,SLG | FTO | CuI | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,1.03,15.9,0.54,8.8
42082,10.1002/ente.201700422,SLG | FTO | CuI | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,1.04,18.8,0.66,13
42084,10.1002/ente.201700422,SLG | FTO | CuI | Perovskite | PCBM-60 | PEI | Ag,0.05,MA,Pb,I,MAPbI,1.3,DMF; DMSO,9,1.04,19.9,0.69,14.3
37592,10.1002/solr.201800290,SLG | ITO | PCBM-60 | BCP | Perovskite | PEDOT:PSS | Al | Ag,0.1,FA,Sn,I,FASnI,1.3,DMF; DMSO,4,0.26,19.8,0.41,1.98
37596,10.1002/solr.201800290,SLG | ITO | PCBM-60 | BCP | Perovskite | PEDOT:PSS | Al | Ag,0.1,FA,Sn,I,FASnI,1.3,DMF; DMSO,4,0.26,19.93,0.4,2.07
29055,10.1021/acsaem.8b00866,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | TPFB | Au,0.135,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.308,19.72,0.533,3.24
31205,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0,0.3,1.7,0
31204,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.01,0.3,1.3,0
31199,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.19,12.9,0.423,1.1
31203,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.19,21.4,0.343,1.4
31200,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.25,24,0.386,2.4
31216,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.29,24.06,0.34,2.72
31202,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.34,25.84,0.537,4.69
31201,10.1021/acsenergylett.7b00171,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.13,Cs,Sn,I,CsSnI,1.3,DMF; DMSO,4,0.38,25.71,0.491,4.81
17393,10.1126/science.aaf9717,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Au,0.12,FA,Sn,I,FASnI,1.3,DMF; DMSO,1.857142857,0.099,3.506,0.29,0.09
14742,10.1002/cssc.201902000,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Al | Ag,0.1,FA,Sn,I,FASnI,1.34,DMF; DMSO,4,0.37,21.12,0.61,4.77
16288,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,4,0.3,8.02,0.408,1.08
16276,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,4,0.33,8.49,0.417,1.17
16287,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,4,0.33,8.49,0.417,1.17
16286,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,8,0.2,7.13,0.25,0.42
16285,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,8,0.223,8.73,0.255,0.5
16290,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,2.666666667,0.39,4.92,0.362,0.75
16289,10.1016/j.solener.2019.05.007,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.34,DMF; DMSO,2.666666667,0.41,5.23,0.379,0.81
26382,10.1021/acs.jpcc.9b08859,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,MA,Sn,I,MASnI,1.35,DMF; DMSO,4,0.63,10.68,0.36,2.43
37594,10.1002/solr.201800290,SLG | ITO | PCBM-60 | BCP | Perovskite | PEDOT:PSS | Al | Ag,0.1,FA,Sn,I,FASnI,1.36,DMF; DMSO,4,0.38,21.8,0.62,5.17
37598,10.1002/solr.201800290,SLG | ITO | PCBM-60 | BCP | Perovskite | PEDOT:PSS | Al | Ag,0.1,FA,Sn,I,FASnI,1.36,DMF; DMSO,4,0.39,22.25,0.61,5.29
21983,10.1021/acsenergylett.8b00687,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Sn,I,FASnI,1.36,DMF; DMSO,9,0.23,22.52,0.488,2.53
17566,10.1039/C6TA11181E,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag,0.12,FA,Sn,I,FASnI,1.39,DMF; DMSO,0.25,0.2,8.36,0.302,0.58
17567,10.1039/C6TA11181E,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | Ag,0.12,FA,Sn,I,FASnI,1.39,DMF; DMSO,0.25,0.308,14.42,0.405,1.8
26057,10.1039/c9ta08679j,SLG | ITO | CuSCN | Perovskite | PCBM-60 | Ag,0.048,FA,Sn,I,FASnI,1.39,DMF; DMSO,4,0.33,19.18,0.579,3.71
26055,10.1039/c9ta08679j,SLG | ITO | CuSCN | Perovskite | PCBM-60 | Ag,0.048,FA,Sn,I,FASnI,1.39,DMF; DMSO,4,0.35,18.54,0.599,3.93
26056,10.1039/c9ta08679j,SLG | ITO | CuSCN | Perovskite | PCBM-60 | Ag,0.048,FA,Sn,I,FASnI,1.39,DMF; DMSO,4,0.5,19.55,0.637,6.25
26058,10.1039/c9ta08679j,SLG | ITO | CuSCN | Perovskite | PCBM-60 | Ag,0.048,FA,Sn,I,FASnI,1.39,DMF; DMSO,4,0.55,19.39,0.688,7.34
26059,10.1039/c9ta08679j,SLG | ITO | CuSCN | Perovskite | PCBM-60 | Ag,0.048,FA,Sn,I,FASnI,1.39,DMF; DMSO,4,0.55,19.39,0.688,7.34
18594,10.1002/adma.201602992,SLG | ITO | PEDOT:PSS | Perovskite | C60 | BCP | Ag,0.04,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.457,22.07,0.602,6.07
26385,10.1021/acs.jpcc.9b08859,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.58,19.8,0.466,5.37
14192,10.1021/acsenergylett.7b00976,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.29,20.1,0.51,2.8
41044,10.1021/jacs.6b08790,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.15,FA,Sn,I,FASnI,1.4,DMF; DMSO,9,0.289,23.04,0.547,3.64
41043,10.1021/jacs.6b08790,SLG | FTO | TiO2-c | TiO2-mp | CdS | Perovskite | PTAA | Au,0.15,FA,Sn,I,FASnI,1.4,DMF; DMSO,9,0.328,22.02,0.521,3.76
41042,10.1021/jacs.6b08790,SLG | FTO | TiO2-c | TiO2-mp | ZnS | Perovskite | PTAA | Au,0.15,FA,Sn,I,FASnI,1.4,DMF; DMSO,9,0.38,23.09,0.6,4.94
34078,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.372,23.74,0.605,5.34
34073,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.373,24.03,0.613,5.49
34079,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.374,23.03,0.612,5.26
34076,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.393,23.86,0.624,5.85
34081,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.429,24.28,0.637,6.63
34080,10.1021/jacs.7b09018,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.39,MA,Sn,I,MASnI,1.4,DMF; DMSO,9,0.354,25.02,0.574,5.09
28174,10.1186/s11671-017-2117-6,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.109,0.07,0.243,0
28175,10.1186/s11671-017-2117-6,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.126,3.12,0.29,0.1
28176,10.1186/s11671-017-2117-6,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Sn,I,FASnI,1.4,DMF; DMSO,4,0.128,1.15,0.252,0.04
20321,10.1021/jacs.7b01815,SLG | ITO | NiO-c | Perovskite | PCBM-60 | Al,0.04,FA,Sn,I,FASnI,1.41,DMF; DMSO,4,0.3,7.62,0.53,1.21
26386,10.1021/acs.jpcc.9b08859,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.06,FA,Sn,I,FASnI,1.43,DMF; DMSO,4,0.59,12.5,0.494,3.67
26389,10.1016/j.electacta.2019.135197,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.15,MA,Pb,I,MAPbI,1.45,DMF; DMSO,9,1.02,22.11,0.648,14.61
26392,10.1016/j.electacta.2019.135197,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.15,MA,Pb,I,MAPbI,1.45,DMF; DMSO,9,1.04,21.79,0.581,13.17
26390,10.1016/j.electacta.2019.135197,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.15,MA,Pb,I,MAPbI,1.45,DMF; DMSO,9,1.06,22.24,0.663,15.63
26391,10.1016/j.electacta.2019.135197,SLG | ITO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.15,MA,Pb,I,MAPbI,1.45,DMF; DMSO,9,1.09,22.35,0.703,17.13
28999,10.1021/acs.chemmater.5b04107,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.47,DMF; DMSO,2.333333333,1.06,19.69,0.68,14.2
20821,10.1039/c6ta10468a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.014,MA,Pb,I,MAPbI,1.47,DMF; DMSO,1,0.99,22.29,0.74,16.32
20823,10.1039/c6ta10468a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.014,MA,Pb,I,MAPbI,1.47,DMF; DMSO,1,0.99,23.67,0.749,17.55
20822,10.1039/c6ta10468a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.014,MA,Pb,I,MAPbI,1.47,DMF; DMSO,1,0.99,23.81,0.757,17.85
20820,10.1039/c6ta10468a,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.014,MA,Pb,I,MAPbI,1.47,DMF; DMSO,1,1,23.66,0.791,17.34
23849,10.1002/adfm.201605988,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.48,DMF; DMSO,9,0.98,21.13,0.64,13
23850,10.1002/adfm.201605988,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,MA,Pb,I,MAPbI,1.48,DMF; DMSO,9,1.09,24.21,0.65,17
23070,10.1002/adma.201804217,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,7.692307692,1.02,20.03,0.71,14.49
23073,10.1002/adma.201804217,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,7.692307692,1.06,21.89,0.76,17.56
23071,10.1002/adma.201804217,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,7.692307692,1.09,22.03,0.82,19.67
23072,10.1002/adma.201804217,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,7.692307692,1.1,22.85,0.84,21.04
33976,10.1002/cssc.201601027,SLG | FTO | SnO2-c | C60-SAM | Perovskite | Spiro-MeOTAD | Au,0.08,FA,Pb,I,FAPbI,1.48,DMF; DMSO,3,0.94,22.42,0.584,12.31
33973,10.1002/cssc.201601027,SLG | FTO | SnO2-c | C60-SAM | Perovskite | Spiro-MeOTAD | Au,0.08,FA,Pb,I,FAPbI,1.48,DMF; DMSO,3,1,22.29,0.682,10.56
17087,10.1002/cssc.201903216,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.032,20.53,0.688,14.57
17088,10.1002/cssc.201903216,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.099,23.47,0.776,20.05
33036,10.1002/solr.201900183,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.04,19.52,0.767,19.52
38989,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.078,21.35,0.671,16.83
38995,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.08,21.75,0.689,17.16
38991,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.084,22.03,0.726,18.24
38988,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.09,21.8,0.691,16.86
38994,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.095,22.07,0.702,17.5
38990,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.095,22.41,0.74,18.6
38993,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.109,22.57,0.752,18.87
38992,10.1002/solr.201900294,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | PTAA | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.118,22.81,0.764,18.89
7175,10.1007/s40843-019-1174-3,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.04,20.76,0.75,16.23
34687,10.1016/j.cej.2019.123273,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.93,21.3,0.634,12.6
4556,10.1016/j.nanoen.2019.06.031,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,8,1.011,23.63,0.635,15.16
4557,10.1016/j.nanoen.2019.06.031,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,8,1.047,22.98,0.713,17.5
4560,10.1016/j.nanoen.2019.06.031,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,8,1.052,22.16,0.759,17.66
4558,10.1016/j.nanoen.2019.06.031,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,8,1.085,23.03,0.775,19.37
4559,10.1016/j.nanoen.2019.06.031,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,8,1.11,24.01,0.798,21.26
6586,10.1016/j.scib.2019.08.029,SLG | FTO | TiO2-c | SnO2-np | Perovskite | Spiro-MeOTAD | Ag,0.12,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10,1.06,23.75,0.81,19.8
36106,10.1016/j.solmat.2018.05.022,SLG | FTO | SnO2-np | PCBM-60 | Perovskite | Selenium | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.86,19.98,0.483,8.3
36107,10.1016/j.solmat.2018.05.022,SLG | FTO | SnO2-np | PCBM-60 | Perovskite | Selenium | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.86,19.98,0.483,8.3
36104,10.1016/j.solmat.2018.05.022,SLG | FTO | SnO2-np | PCBM-60 | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.09,21.11,0.657,15.1
36105,10.1016/j.solmat.2018.05.022,SLG | FTO | SnO2-np | PCBM-60 | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.1,21.14,0.678,15.77
14803,10.1016/j.solmat.2019.110071,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | LiF | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9.6,0.797,11.2,0.673,5.93
14805,10.1016/j.solmat.2019.110071,PET | ITO | NiO-c | Perovskite | PCBM-60 | LiF | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9.6,0.857,16.6,0.441,6.27
14804,10.1016/j.solmat.2019.110071,SLG | ITO | NiO-c | Perovskite | PCBM-60 | LiF | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9.6,0.97,17.8,0.606,10.45
27780,10.1021/acs.accounts.5b00440,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.768,19.1,0.557,8.17
27779,10.1021/acs.accounts.5b00440,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.858,20.2,0.648,11.23
27778,10.1021/acs.accounts.5b00440,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.892,20.6,0.662,12.16
27777,10.1021/acs.accounts.5b00440,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.922,21,0.668,12.93
181,10.1021/acs.jpclett.9b01180,SLG | FTO | NiMgLiO | Perovskite | PCBM-60 | BCP | Ag,0.09,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.795,14.94,0.389,17.42
25944,10.1021/acs.langmuir.9b02524,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.175,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.76,16.7,0.522,6.75
1652,10.1021/acsaem.8b01119,SLG | ITO | PTAA | Perovskite | PCBM-60 | C60 | BCP | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10,0.87,23,0.7,14.01
14789,10.1021/acsami.7b01306,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10.5,1.017,19.6,0.72,14.4
14790,10.1021/acsami.7b01306,SLG | FTO | TiO2-c | Au@SiO2-np; TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10.5,1.051,20.5,0.74,16
14791,10.1021/acsami.7b01306,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10.5,1.076,19.86,0.757,16.18
14792,10.1021/acsami.7b01306,SLG | FTO | TiO2-c | Au@SiO2-np; TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,10.5,1.081,20.73,0.783,17.55
20683,10.1021/acsenergylett.6b00697,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.65,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.931,23.7,0.63,13.9
20684,10.1021/acsenergylett.6b00697,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.65,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.02,22.6,0.628,14.5
20682,10.1021/acsenergylett.6b00697,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.65,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.03,23.8,0.659,16.2
20681,10.1021/acsenergylett.6b00697,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.65,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.089,21.1,0.649,14.9
11002,10.1021/jacs.7b10430,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.969,21.918,0.676,14.36
11003,10.1021/jacs.7b10430,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.125,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.994,18.195,0.574,10.38
3285,10.1021/jacs.8b01037,SLG | FTO | SnO2-c | Perovsite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.995,23.21,0.604,13.97
1110,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.88,15,0.55,7.26
1111,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.89,17.2,0.55,9.15
1112,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.89,23.9,0.52,11.67
1115,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.95,17.46,0.42,6.97
1114,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,0.98,24.3,0.55,13.22
1116,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.04,25.1,0.69,18.02
1113,10.1021/jacs.9b07381,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,4,1.08,25.1,0.7,17.7
22042,10.1039/c5ee03255e,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.16,FA,Pb,I,FAPbI,1.48,DMF; DMSO,9,0.809,21.4,0.592,10.4
34277,10.1039/c6ta09687e,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,0.428571429,1.05,22.7,0.63,15.02
34279,10.1039/c6ta09687e,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Ag,0.1,FA,Pb,I,FAPbI,1.48,DMF; DMSO,0.428571429,1.05,22.7,0.63,15.02
11715,10.1039/c7ee01675a,SLG | FTO | NiMgLiO | Perovskite | PCBM-60 | TiO2-c | Ag,0.25,FA,Pb,I,FAPbI,1.48,DMF; DMSO,5,0.91,19.57,0.741,13.24
