Ref_ID,Ref_DOI_number,Cell_stack_sequence,Cell_area_measured,Perovskite_composition_a_ions,Perovskite_composition_b_ions,Perovskite_composition_c_ions,Perovskite_composition_short_form,Perovskite_band_gap,Perovskite_deposition_solvents,DMF/DMSO,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE
14827,10.1016/j.jpowsour.2019.226894,SLG | ITO | NiO-c | Perovskite | PCBM-60 | IZTO,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.063,18.01,0.671,12
9470,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.87,19.82,0.35,6.2
9458,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.9,13.37,0.4,4.9
9465,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.95,17.36,0.414,6.87
9459,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.98,17.42,0.42,7.3
9469,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.98,20.6,0.403,8.2
9466,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.01,18.65,0.447,8.43
9467,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.03,19.97,0.477,9.9
9468,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.07,21.72,0.5,11.8
9460,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.08,18.5,0.47,9.4
9461,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.08,22.61,0.53,13
9464,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.1,21.48,0.45,11.42
9463,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.12,22.2,0.51,13.48
9462,10.1016/j.jpowsour.2019.226957,SLG | FTO | ZnO-np | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.13,22.86,0.68,17.65
905,10.1016/j.jpowsour.2019.227157,PEN | ITO | WOx | Perovskite | Spiro-MeOTAD | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.949,21.54,0.769,15.32
34714,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.94,19.37,0.706,12.86
34715,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.946,19.17,0.689,12.5
34705,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.964,18.49,0.639,11.38
34711,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.977,20.17,0.663,13.08
34709,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.979,20.78,0.643,13.09
34710,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.98,20.08,0.69,13.58
34708,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.99,21.58,0.641,13.7
34704,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1,18.13,0.666,12.2
34719,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.02,19.65,0.647,13.1
34713,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.02,21.49,0.579,12.69
34717,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.022,20.96,0.637,13.76
34707,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.025,21.74,0.646,14.4
34718,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.03,19.92,0.657,13.49
34716,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.03,21.23,0.647,14.15
34712,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.03,21.6,0.586,12.97
34706,10.1016/j.jpowsour.2019.227267,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.03,21.96,0.666,15.06
4683,10.1016/j.jpowsour.2019.227386,SLG | FTO | SnO2-np | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.09,23.34,0.75,19.09
32091,10.1016/j.jpowsour.2019.227419,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.04,22.2,0.693,15.8
32092,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.07,21.9,0.662,15.59
32097,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.07,22.11,0.628,14.92
32096,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.07,22.33,0.648,15.56
32093,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.08,21.13,0.62,14.12
32094,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.08,21.85,0.637,15.02
32095,10.1016/j.jpowsour.2019.227419,SLG | FTO | Nb2O5 | Perovskite | Spiro-MeOTAD | Ag,0.06,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.09,22.43,0.665,16.18
4730,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.04,21.38,0.737,16.34
4726,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.06,21.95,0.748,17.46
4729,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.06,22.5,0.748,17.76
4727,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.09,21.87,0.754,17.99
4728,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.11,22.58,0.764,19.15
4725,10.1016/j.jpowsour.2019.227420,SLG | ITO | PTAA | Perovskite | PCBM-60 | Ag,0.065,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.14,22.61,0.781,20.05
7339,10.1016/j.jssc.2019.03.028,SLG | FTO | Carbon-mp | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.2,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.85,20.51,0.66,10.8
7340,10.1016/j.jssc.2019.03.028,SLG | FTO | Carbon-mp | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.2,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.91,19.82,0.57,10.2
7336,10.1016/j.jssc.2019.03.028,SLG | FTO | Carbon-mp | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.2,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.01,20.91,0.68,15.87
7338,10.1016/j.jssc.2019.03.028,SLG | FTO | Carbon-mp | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.2,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.02,21.32,0.69,16.16
7337,10.1016/j.jssc.2019.03.028,SLG | FTO | Carbon-mp | TiO2-mp | Perovskite | Spiro-MeOTAD | Au,0.2,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.06,23.12,0.73,17.41
15137,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.71,14.97,0.342,3.66
15134,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.77,18.74,0.381,5.53
15136,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.82,17.28,0.387,5.47
15138,10.1016/j.jssc.2019.05.027,SLG | FTO | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.89,21.4,0.532,10.12
15140,10.1016/j.jssc.2019.05.027,SLG | FTO | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.9,19.06,0.594,10.22
15141,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.9,21.98,0.679,13.37
15130,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,17.93,0.481,7.96
15135,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,17.93,0.481,7.96
15131,10.1016/j.jssc.2019.05.027,SLG | FTO | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,21.34,0.618,12.11
15139,10.1016/j.jssc.2019.05.027,SLG | FTO | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,21.34,0.618,12.11
15144,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,22.22,0.656,13.34
15143,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.92,22.22,0.665,13.62
15133,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.93,22.56,0.693,14.59
15145,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.93,22.56,0.693,14.59
15146,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | 1-ethyl-3-methylimidazolium iodide | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.94,22.33,0.638,13.39
15132,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.94,22.61,0.711,15.09
15142,10.1016/j.jssc.2019.05.027,SLG | FTO | 1-ethyl-3-methylimidazolium iodide | C60 | Perovskite | Spiro-MeOTAD | Au,0.09,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.94,22.61,0.711,15.09
34087,10.1016/j.matlet.2018.01.090,SLG | FTO | ZnO-c | Perovskite | Spiro-MeOTAD | Ag,0.046,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.03,17.06,0.67,11.75
36269,10.1016/j.matlet.2018.09.117,PEN | ITO | SnO2-np | Perovskite | Spiro-MeOTAD | Ag,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,1.084,18.1,0.708,13.9
33445,10.1016/j.mssp.2019.104798,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon,0.15,MA,Pb,I,MAPbI,1.6,DMF; DMSO,10,0.752,14.59,0.49,5.48
33447,10.1016/j.mssp.2019.104798,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon,0.15,MA,Pb,I,MAPbI,1.6,DMF; DMSO,10,0.776,15.43,0.51,6.17
33446,10.1016/j.mssp.2019.104798,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon,0.15,MA,Pb,I,MAPbI,1.6,DMF; DMSO,10,0.811,15.07,0.58,6.54
33448,10.1016/j.mssp.2019.104798,SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Carbon,0.15,MA,Pb,I,MAPbI,1.6,DMF; DMSO,10,0.841,19.33,0.52,8.5
41611,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.01,18.5,0.557,10.41
41609,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.02,18.37,0.565,10.59
41617,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.03,20.33,0.677,14.15
41614,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.03,21.59,0.703,15.63
41608,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.04,19.4,0.598,11.98
41610,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.04,19.62,0.611,12.45
41615,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.06,21.48,0.737,16.79
41613,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.06,21.49,0.748,17.02
41616,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.06,21.6,0.699,15.96
41612,10.1016/j.mtener.2016.11.001,SLG | ITO | NiO | Perovskite | PCBM-60 | PEOz | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2,1.07,21.93,0.779,18.28
11629,10.1016/j.mtener.2018.05.017,SLG | FTO | NiO-c | Perovskite | FA-PDI2 | TiO2-c | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.03,20.5,0.638,13
11630,10.1016/j.mtener.2018.05.017,SLG | FTO | NiO-c | Perovskite | FA-PDI2 | TiO2-c | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.08,21.3,0.745,16.9
11631,10.1016/j.mtener.2018.05.017,SLG | FTO | NiO-c | Perovskite | PCBM-60 | TiO2-c | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,1.09,21.6,0.743,17.2
26377,10.1016/j.mtener.2019.01.002,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.04,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.98,21.65,0.72,15.41
26378,10.1016/j.mtener.2019.01.002,SLG | ITO | Carbon-np; PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.04,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.01,22.6,0.791,18.03
34912,10.1016/j.mtener.2019.100341,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.84,16.985,0.796,11.35
34914,10.1016/j.mtener.2019.100341,SLG | ITO | PEDOT:PSS | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.862,15.591,0.77,10.33
34913,10.1016/j.mtener.2019.100341,SLG | ITO | P3HT | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.91,19.198,0.777,13.58
34915,10.1016/j.mtener.2019.100341,SLG | ITO | P3HT | Perovskite | PCBM-60 | BCP | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.916,17.646,0.693,11.17
3099,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.63,8,0.09,1.2
3105,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.718,9.7,0.66,4.6
3106,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.941,13.7,0.63,8.1
3107,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.95,14.7,0.65,9.3
3102,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.969,18.5,0.62,10.2
3104,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.969,19.8,0.49,10.5
3100,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.984,18,0.616,13
3108,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.988,20.4,0.58,11.7
3101,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.988,20.4,0.58,13.6
3103,10.1016/j.nanoen.2015.02.028,SLG | ITO | TiO2-c | Perovskite | Spiro-MeOTAD | MoO3 | Au | MoO3,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.998,17.7,0.61,13.3
7351,10.1016/j.nanoen.2016.04.060,PEN | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.068,20.57,0.673,14.78
7354,10.1016/j.nanoen.2016.04.060,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.07,21.6,0.651,15.05
7352,10.1016/j.nanoen.2016.04.060,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.084,21.98,0.462,14.52
7355,10.1016/j.nanoen.2016.04.060,SLG | ITO | SnO2 | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.088,22.7,0.708,17.48
7353,10.1016/j.nanoen.2016.04.060,SLG | FTO | SnO2-c | Perovskite | Spiro-MeOTAD | Au,0.12,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.106,23.27,0.702,17.55
35738,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,0.666666667,0.88,15.13,0.74,9.89
35737,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,1,0.882,16.04,0.72,10.24
35736,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,1.5,0.9,17.22,0.72,11.19
35735,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,2.333333333,0.913,16.52,0.75,11.27
35734,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,4,0.914,17.75,0.72,11.74
35733,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,0.915,17.74,0.74,11.99
35732,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,19,0.933,17.66,0.72,11.92
35731,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,32.33333333,0.935,16.61,0.7,10.83
35730,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,13.85714286,0.921,19.21,0.78,13.89
35727,10.1016/j.nanoen.2016.06.047,SLG | FTO | TiO2-c | TiO2-mp | ZrO2-mp | Perovskite | Carbon,0.07,MA,Pb,I,MAPbI,1.6,DMF; DMSO,13.85714286,0.932,18.07,0.76,12.79
30352,10.1016/j.nanoen.2016.08.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.02,19.85,0.68,13.8
30351,10.1016/j.nanoen.2016.08.048,SLG | FTO | NiO-c | Perovskite | PCBM-60 | PCBDAN | Ag,0.1,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.08,20.71,0.77,17
4445,10.1016/j.nanoen.2016.09.004,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.01,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.04,20.01,0.74,15.42
4449,10.1016/j.nanoen.2016.09.004,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.01,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.06,20.2,0.76,16.34
4444,10.1016/j.nanoen.2016.09.004,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.01,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.06,20.74,0.71,15.51
4448,10.1016/j.nanoen.2016.09.004,SLG | FTO | TiO2-c | Perovskite | Spiro-MeOTAD | Au,0.01,MA,Pb,I,MAPbI,1.6,DMF; DMSO,9,1.08,21.05,0.72,16.37
